"NCT.Number","drugs"
"NCT01801085",""
"NCT00309179","E7820 plus cetuximab"
"NCT01416714",""
"NCT01640444","FOLFIRI + bevacizumab | FOLFIRI + cetuximab"
"NCT00035087","epothilone b"
"NCT00060411","erlotinib hydrochloride | fluorouracil | leucovorin calcium | oxaliplatin | bevacizumab"
"NCT02210364","lurbinectedin | capecitabine"
"NCT02564835",""
"NCT00079066","cetuximab"
"NCT00234429","Gefitinib, raltitrexed"
"NCT00040391","Investigational drug | Irinotecan | 5-fluorouracil | Leucovorin"
"NCT02077868","MGN1703 treatment"
"NCT02746432","Hyper insulinemic euglycemic clamp"
"NCT00113776","ABX-EGF"
"NCT01708824",""
"NCT02706184","E. coli Nissle suspension | Placebo"
"NCT01346917","Lidocaine | Normal saline"
"NCT01741363",""
"NCT01926769","Metformin"
"NCT00291486","Capecitabine | 131I-huA33"
"NCT00469443","Irinotecan | 5-Fluorouracil | Leucovorin | Capecitabine | Bevacizumab | Bevacizumab | Irinotecan"
"NCT00212589","Capecitabine | Fluorouracil + folinic acid"
"NCT00022477","BMS-247550"
"NCT02575378","Metronimic chemotherapy plus Chinese Traditional Medicine | Metronimic chemotherapy"
"NCT00846313",""
"NCT00904839","BIBF 1120 | BIBF 1120 | mFolfox | Bevacizumab | mFolfox 6 | bevacizumab"
"NCT00006046","monoclonal antibody Hu3S193"
"NCT02860546","TAS-102 | nivolumab"
"NCT01631539","Cetuximab | 5 FU | Irinotecan"
"NCT00003360",""
"NCT00020930","cetuximab"
"NCT00021268","tocladesine"
"NCT00019760","floxuridine | leucovorin calcium | melphalan"
"NCT00017082","oxaliplatin"
"NCT01574027","Vitamin D3 | Placebo"
"NCT01697462",""
"NCT00475293","Panitumumab and CPT-11"
"NCT00039273","panitumumab"
"NCT01157052",""
"NCT01325909",""
"NCT00016978","FOLFOX regimen | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT01329809","Recombinant Vaccinia GM-CSF; RAC VAC GM-CSF"
"NCT02557490","oxaliplatin and raltitrexed"
"NCT02175095","Regorafenib"
"NCT02198274","BIBH 1"
"NCT01750918","Dabrafenib | Trametinib | Panitumumab | 5-fluorouracil"
"NCT00002828","fluorouracil | raltitrexed"
"NCT00164944",""
"NCT01661764","Eicosapentanoic acid and docosahexanoic acid | Oleic Acid"
"NCT00339183","Panitumumab | FOLFIRI"
"NCT01567917",""
"NCT00197873",""
"NCT00004102","FOLFOX regimen | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT02577588","re-activated T cells"
"NCT00016250","MKC-1"
"NCT02870153","SOX | XELOX"
"NCT00049101","erlotinib hydrochloride | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00582452",""
"NCT00003543","monoclonal antibody A33 | carmustine | fluorouracil | streptozocin | vincristine sulfate"
"NCT00532909","Vandetanib | Capecitabine | Oxaliplatin | Bevacizumab"
"NCT00005030","SCH 66336"
"NCT00003001","fluorouracil | gemcitabine hydrochloride | leucovorin calcium"
"NCT00016952","fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT00068068","Talaporfin sodium"
"NCT00077259","epothilone D"
"NCT00077987","SU011248"
"NCT00016042","lymphokine-activated killer cells | recombinant interferon alfa | sargramostim | fluorouracil"
"NCT01506167",""
"NCT01479608",""
"NCT00460603","bevacizumab | AG-013726 | AG-013736"
"NCT01243047","Chemotherapy"
"NCT01483027",""
"NCT00735241","FOLFOX6 cycles 1-3 | FOLFOX6 cycles 4 onwards | Bevacizumab cycles 3 onwards"
"NCT00251186","Capecitabine and Cetuximab"
"NCT00103142","falimarev | inalimarev | sargramostim | therapeutic autologous dendritic cells"
"NCT02149108","Nindetanib | Placebo | BSC | BSC"
"NCT02394795","oxaliplatin, levofolinate calcium, 5-FU, panitumumab | oxaliplatin, levofolinate calcium, 5-FU, bevacizumab"
"NCT00865527",""
"NCT00020917","cetuximab | fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT02046174","RENCA macrobeads"
"NCT02830139","Oxaliplatin , Capecitabine | Normal saline , Paclitaxel , 5-Fu"
"NCT00884767","FOLFOX regimen | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00337389","5- Fluorouracil | bevacizumab | Leucovorin | CoFactor"
"NCT00030342","recombinant interferon alfa | sargramostim | therapeutic autologous lymphocytes | fluorouracil"
"NCT00449137","Arsenic trioxide | Fluorouracil | Leucovorin calcium"
"NCT00001428","5-fluorouracil"
"NCT02188342",""
"NCT00582829",""
"NCT00675012","NGR-hTNF | Oxaliplatin | capecitabine"
"NCT01600209",""
"NCT01584830","Regorafenib | Placebo"
"NCT01718808","Cetuximab | Capecitabine"
"NCT00403052","1018 ISS immunostimulatory oligonucleotide"
"NCT02376452","Raltitrexed | Irinotecan | 5-fluorouracil | Leucovorin"
"NCT02384850","Selinexor | Oxaliplatin | 5-FU | Folinic Acid"
"NCT00002793","fluorouracil | leucovorin calcium"
"NCT00016198","FOLFOX regimen | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT01006369","bevacizumab | XELOX regimen | hydroxychloroquine"
"NCT00030563","irinotecan hydrochloride"
"NCT00063141","cetuximab | Irinotecan | Irinotecan"
"NCT00950820","Oxaliplatin, Capecitabine, Panitumumab | Oxaliplatin, Capecitabine"
"NCT01538680","Regorafenib"
"NCT00149396","NV1020"
"NCT01715363","Oxaliplatin | Folinic Acid | Fluorouracile"
"NCT00921661","AVE0005"
"NCT02503696",""
"NCT02614339","metformin | control"
"NCT01134666","Cetuximab"
"NCT00485316",""
"NCT00972036",""
"NCT00940303","5-FU | bevacizumab [Avastin] | irinotecan | leucovorin | oxaliplatin"
"NCT02885753","Oxaliplatin intravenous | 5 Fu | Folinic Acid | Oxaliplatin intra-arteriel | Panitumumab | Bevacizumab"
"NCT02251782",""
"NCT02037646",""
"NCT00001576","Melphalan | Floxuridine | Leucovorin"
"NCT02096354","RRx-001 | Regorafenib | Irinotecan"
"NCT00780988","Autologous tumor cell + CpG vaccine"
"NCT00615056","Bevacizumab | FOLFIRI | AG-013736 | FOLFOX | AG-013736 | FOLFIRI | Bevacizumab | FOLFOX"
"NCT01793805",""
"NCT02118064","G17DT-Irinotecan"
"NCT01287130","Cetuximab | AZD6244"
"NCT00513266","bevacizumab | cetuximab | fluorouracil | irinotecan hydrochloride | leucovorin calcium | oxaliplatin"
"NCT02143115",""
"NCT02249650","TSB-9-W1"
"NCT02892721",""
"NCT01804621",""
"NCT00784667","Cetuximab | Erlotinib"
"NCT01186705","MK-2206"
"NCT02732860",""
"NCT02332213",""
"NCT01294826","AUY922 | Cetuximab"
"NCT02660671",""
"NCT01860144","Bevacizumab"
"NCT02792023",""
"NCT00005981","O6-benzylguanine | carmustine"
"NCT00220246",""
"NCT00730158","KD018 | Irinotecan | Placebo"
"NCT01575990",""
"NCT01014039",""
"NCT01084746",""
"NCT02419716",""
"NCT02337946","oxaliplatin, levofolinate calcium, 5-FU, panitumumab | oxaliplatin, levofolinate calcium, 5-FU, panitumumab"
"NCT01845753",""
"NCT01221324",""
"NCT02123862",""
"NCT02273206",""
"NCT01210313",""
"NCT01959269","Regorafenib"
"NCT00936572","probiotics | placebo"
"NCT01508000","FOLFOX6 | Bevacizumab | Panitumumab"
"NCT00865709","Sorafenib + mFOLFOX6 | Matching placebo + mFOLFOX6"
"NCT01533311",""
"NCT01112046",""
"NCT02842125","Ad-P53 | Xeloda"
"NCT02635503",""
"NCT01937715","PF-05212384 | FOLFIRI regimen | Bevacizumab | FOLFIRI"
"NCT00378066","Bevacizumab"
"NCT01791361",""
"NCT01646554","Modified FOLFOX6 | Aflibercept"
"NCT00220142",""
"NCT01348256","Dendritic cells vaccine"
"NCT00212615","Oxaliplatin | Capecitabine"
"NCT01558583",""
"NCT00405561","AMT2003"
"NCT02652702",""
"NCT02510001","PF-02341066 | PD-0325901 | Binimetinib"
"NCT01944540",""
"NCT02364024",""
"NCT01742065",""
"NCT00141466",""
"NCT02043821","Capecitabine"
"NCT00215982","capecitabine | Oxaliplatin | Irinotecan"
"NCT02246049","Bevacizumab | 5-fluorouracil | Irinotecan hydrochloride | Leucovorin calcium | Oxaliplatin"
"NCT02861300","CB-839 | Capecitabine"
"NCT01277406","4SC-201 | FOLFIRI"
"NCT00981110",""
"NCT02758951","FOLFOX + bevacizumab | CAPOX + bevacizumab | FOLFOX | CAPOX"
"NCT01405638",""
"NCT01718873","Bevacizumab | Oxaliplatin | levo-folinic acid | 5-fluorouracil | Capecitabine"
"NCT01457287",""
"NCT02439580",""
"NCT00601198","Amifostine"
"NCT02518373","G17DT | Omeprazole"
"NCT00824161","TAS-109"
"NCT02375672","Pembrolizumab | mFOLFOX6"
"NCT00242086",""
"NCT02355353",""
"NCT00786643","5-Fluorouracil | Leucovorin | Gamma-Interferon-1b | Bevacizumab"
"NCT01622543","Folfox plus Bevacizumab and reolysin | Folfox plus Bevacizumab"
"NCT01312467","metformin hydrochloride"
"NCT02705300","Irinotecan 165 mg/m2 iv | Oxaliplatin 85 mg/m2 iv | Calcium folinate 200 mg/m2 iv | 5-fluorouracil 3200 mg/m2 | Placebo"
"NCT00641615","RNF43-721"
"NCT01996306","Bevacizumab | CPT-11 | 5-FU Bolus | 5-FU Infusion | l-LV | bevacizumab | CPT-11 | Capecitabine"
"NCT02117466","Dose escalation cetuximab | Standard dose cetuximab"
"NCT01741038","AlloStim®"
"NCT00986440","CS-7017 | Placebo"
"NCT00353262","Avastin | Oxaliplatin | capecitabine [Xeloda]"
"NCT02656524","Regorafenib"
"NCT00125034","Cetuximab | Oxaliplatin"
"NCT00630045","neoadjuvant chemotherapy with oxaliplatin and capecitabine"
"NCT00106054","Combination therapy of irinotecan with 5-FU, leucovorin plus bevacizumab in the neoadjuvant setting."
"NCT01280643","fluorouracil | leucovorin calcium | oxaliplatin | irinotecan hydrochloride | bevacizumab | cetuximab | capecitabine"
"NCT00479752","FOLFOX4, Cetuximab"
"NCT00677612","VEGFR1 and VEGFR2"
"NCT00677287","RNF43, TOMM34, VEGFR1 and VEGFR2"
"NCT01086267","BMS-908662 | BMS-908662 | Cetuximab"
"NCT01693848",""
"NCT01054924",""
"NCT00349336","bevacizumab [Avastin] | XELOX | bevacizumab [Avastin] | FOLFOX-4"
"NCT02618850","first-line chemotherapy"
"NCT01349881","Eflornithine placebo & sulindac placebo | eflornithine & sulindac placebo | Eflornithine placebo & sulindac | Eflornithine plus sulindac"
"NCT00035919",""
"NCT01208194","MGN1703 | Placebo"
"NCT02588781","Pemetrexed"
"NCT01095523",""
"NCT02199223","regorafenib + panitumumab"
"NCT00192075","Gemcitabine | avastin | 5FU/folinic acid | oxaliplatin"
"NCT02484404","Olaparib | Cediranib | MEDI4736"
"NCT01133990","FOLIRI | FOLIRI plus E7820 | FOLFIRI plus Bevacizumab"
"NCT02260440","Pembrolizumab | Azacitidine"
"NCT01249521","AMG386 and bevacizumab"
"NCT01802684","aflibercept"
"NCT01895257","systemic chemotherapy LV5FU2"
"NCT01126866","intensified chemotherapy"
"NCT00362102","Cetuximab"
"NCT01652482","5-fluorouracil | Cetuximab | Irinotecan | Leucovorin | MEHD7945A"
"NCT01189903","Regorafenib"
"NCT00668863","FOLFIRI | Sunitinib"
"NCT02414009","Capecitabine | Temozolomide | Irinotecan | Fluorouracil | Leucovorin"
"NCT01183494","FOLFIRI, Avastin, Irinotecan"
"NCT02272244",""
"NCT01882868","aflibercept AVE0005"
"NCT02085005","Capecitabine | Aflibercept AVE0005 | Oxaliplatin SR96669"
"NCT02292758","Bevacizumab | Irinotecan | Cetuximab"
"NCT01374425","5-Fluorouracil | Bevacizumab | Irinotecan | Leucovorin | Oxaliplatin | Capecitabine"
"NCT00671372","FOLFIRI regimen | bevacizumab | cetuximab | dulanermin | irinotecan"
"NCT01442649","Oxaliplatin | Folinic Acid | 5-fluoro-uracil | Irinotecan | Bevacizumab | Cetuximab"
"NCT01982227","indocyanine green"
"NCT02672774",""
"NCT00873756","FOLFOX regimen | bevacizumab | dulanermin"
"NCT02169388","Probiotic | placebo（for probiotic）"
"NCT02350166",""
"NCT00851136","bevacizumab | FOLFOX | PRO95780"
"NCT02613650","MEK162 and FOLFIRI"
"NCT00969033","CS-1008 | irinotecan"
"NCT01629004",""
"NCT02864979","Mesalamine 1600 mg QD | Mesalamine 3200 mg QD | Placebo"
"NCT00088413","PANVAC-V | PANVAC-F | Sargramostim"
"NCT02055560",""
"NCT02845973","gut microbiota"
"NCT02390947","Famitinib | Placebo"
"NCT01978249",""
"NCT01310699",""
"NCT01318447",""
"NCT00911170","Pegfilgrastim | Placebo | Bevacizumab | Standard Chemotherapy"
"NCT02089737","Panitumumab"
"NCT01058655","RAD001 | AV-951"
"NCT00473941",""
"NCT00418938","Panitumumab | Bevacizumab | Leucovorin | Irinotecan | 5-Fluorouracil"
"NCT02605044","Masitinib | FOLFIRI"
"NCT00003648",""
"NCT00960427","systemic chemotherapy"
"NCT00988897","OXALIPLATIN | 5-FLUOROURACIL | LEUCOVORIN | BEVACIZUMAB"
"NCT00014079",""
"NCT02527967",""
"NCT02484833","Cetuximab | FOLFIRI"
"NCT00004005","fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT00891930","Panitumumab | Ganitumab | Irinotecan"
"NCT00006037","fluorouracil | irinotecan hydrochloride | oglufanide disodium"
"NCT00025350","gefitinib"
"NCT02112747",""
"NCT00138060","irinotecan | 5 fluorouracil"
"NCT01490996","Oral complex C3 curcumin + chemotherapy | Chemotherapy only"
"NCT01950403","linaclotide acetate"
"NCT01447199",""
"NCT02399943","Trametinib | Panitumumab"
"NCT00002527","aspirin"
"NCT02274753",""
"NCT00152230","UFT"
"NCT01606098","Systemic treatment"
"NCT00096330",""
"NCT01403103",""
"NCT02395224",""
"NCT02542670",""
"NCT01079533",""
"NCT00102011",""
"NCT02347735",""
"NCT00084929",""
"NCT02664389",""
"NCT01938300","Magnesium Sulfate | Normal saline"
"NCT00856115",""
"NCT00356161",""
"NCT01458925",""
"NCT01198535","Cetuximab | Gamma-Secretase Inhibitor RO4929097"
"NCT00385021","5-Fluorouracil, leucovorin, oxaliplatin, avastin"
"NCT01252628","PX-866 | Cetuximab | PX-866 | Cetuximab"
"NCT00002650",""
"NCT02100254",""
"NCT02219893","MOC31PE Immunotoxin"
"NCT00235898","CoFactor | 5-FU | Leucovorin"
"NCT00407654","aflibercept"
"NCT00905918",""
"NCT00003594","irinotecan | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00499395",""
"NCT02614534","MITOMYCIN-C 40 mg"
"NCT00034034",""
"NCT01380600","Recombinant Vaccinia GM-CSF; RAC VAC GM-CSF"
"NCT02321969",""
"NCT00748449",""
"NCT00516230",""
"NCT02728804",""
"NCT00001693","Celecoxib"
"NCT00331786","nitric oxide-releasing acetylsalicylic acid derivative"
"NCT00265850","bevacizumab | cetuximab | FOLFOX or | FOLFIRI"
"NCT02460198","Pembrolizumab"
"NCT00034502","ALIMTA | irinotecan"
"NCT00924690",""
"NCT00785889",""
"NCT00563316","Panitumumab | Irinotecan"
"NCT00392899","tegafur-uracil"
"NCT00372840",""
"NCT01016860","OSI-906 | irinotecan"
"NCT01417494","Chemotherapy | Chemotherapy + bevacizumab"
"NCT01596634","bovine lactoferrin"
"NCT02393755","Capecitabine | Nintedanib"
"NCT00070213","FOLFOX regimen | capecitabine | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT02384759","aflibercept | LV5FU2"
"NCT01927341","MEK162 | Panitumumab"
"NCT01082757",""
"NCT02835924","Regorafenib"
"NCT00983580","Aspirin | Eflornithine"
"NCT00851084","aflibercept | oxaliplatin | 5-FU | Folinic Acid"
"NCT00482222","cetuximab | capecitabine | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT01941173","ziv-aflibercept | leucovorin calcium | irinotecan hydrochloride | fluorouracil"
"NCT00007826","BCG vaccine | monoclonal antibody 105AD7 anti-idiotype vaccine | alum adjuvant"
"NCT00320320","Irinotecan"
"NCT02052908","Naproxen"
"NCT00003873","fluorouracil | eniluracil"
"NCT01198548","leucovorin calcium | bevacizumab | fluorouracil | oxaliplatin"
"NCT01074385",""
"NCT00361244","SU011248 | Irinotecan | Cetuximab"
"NCT00606398",""
"NCT00597506","Bevacizumab | Everolimus"
"NCT00695201","Floxuridine, Oxaliplatin, CPT-11 | Floxuridine, Oxaliplatin, CPT-11"
"NCT01426490",""
"NCT00200200","Bevacizumab HAI plus systemic chemotherapy | HAI plus systemic chemotherapy"
"NCT00193219","Bevacizumab | Cetuximab | 5-fluorouracil | Leucovorin | Oxaliplatin"
"NCT00100841","cetuximab | bevacizumab | oxaliplatin | leucovorin calcium | fluorouracil"
"NCT00083720","cetuximab"
"NCT02404935","Cetuximab | FOLFIRI and cetuximab"
"NCT02776683","BI 695502 | chemotherapy"
"NCT00860860","TF2 | IMP-288 labeled with In111 and Lu177"
"NCT01701310","Ferric carboxymaltose | Ferrous Sulphate"
"NCT02842580","5 FLUOROURACYL | acide folinique | irinotecan | Oxaliplatin | capécitabine | bevacizumab"
"NCT00940758","PEP02"
"NCT01730586","Abraxane"
"NCT02235324","ziv-aflibercept | leucovorin calcium | fluorouracil"
"NCT00839111","sorafenib | FOLFIRI"
"NCT00003220","bryostatin 1"
"NCT01053013","Cancer macrobead placement in abdominal cavity"
"NCT00801294","BIBF 1120 and BIBW 2992"
"NCT01904955",""
"NCT02780700","Nintedanib | Capecitabine"
"NCT00006387","QS21 | ras peptide cancer vaccine"
"NCT01486251","axitinib"
"NCT00143403","Irinotecan + 5 FU + folinic acid | Folinic Acid + 5 FU"
"NCT00002997",""
"NCT01116687","gamma-secretase/Notch signalling pathway inhibitor RO4929097"
"NCT00024401","DHA-paclitaxel"
"NCT02256800","bevacizumab | irinotecan | Leucovorin | 5-FU"
"NCT00189683",""
"NCT01270438","FOLFOX regimen | gamma-secretase/Notch signalling pathway inhibitor RO4929097 | bevacizumab | oxaliplatin | leucovorin calcium | fluorouracil"
"NCT00685568","celecoxib"
"NCT00003834","fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00268398","oxaliplatin, folinic acid, fluorouracil | oxaliplatin, irinotecan, folinic acid, fluorouracil"
"NCT01929616","regorafenib"
"NCT00033371","Celecoxib | eflornithine"
"NCT01239095","Green Tea and Milk Thistle Supplements"
"NCT00028626","embolization therapy"
"NCT00192114","Enzastaurin HCl"
"NCT02022995",""
"NCT00860665",""
"NCT01580540",""
"NCT00499369","irinotecan hydrochloride | leucovorin calcium | fluorouracil | cetuximab | bevacizumab"
"NCT01399190",""
"NCT00303914",""
"NCT01912443","bevacizumab"
"NCT01697449",""
"NCT01089413","bevacizumab [Avastin]"
"NCT00574353",""
"NCT00942266","fluorouracil | leucovorin calcium | vorinostat"
"NCT00002801","leucovorin calcium | tegafur-uracil"
"NCT00104689","capecitabine | oxaliplatin"
"NCT00032110","erlotinib hydrochloride"
"NCT00006479","FOLFOX regimen | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00390364","everolimus"
"NCT00025337","bevacizumab | oxaliplatin | leucovorin calcium | fluorouracil"
"NCT00193167","Topotecan"
"NCT00056030","cetuximab | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00310076","thalidomide"
"NCT02369757",""
"NCT01519895",""
"NCT00006050","FOLFOX regimen | fluorouracil | isolated perfusion | leucovorin calcium | oxaliplatin"
"NCT00433576","resveratrol"
"NCT00041340","imatinib mesylate"
"NCT00002692","fluorouracil | isolated perfusion | leucovorin calcium"
"NCT01254591",""
"NCT00034619","ALIMTA | Oxaliplatin"
"NCT01105377","entinostat | azacitidine"
"NCT01365910","linifanib"
"NCT00504153","dasatinib"
"NCT00005944","chemotherapy | fluorouracil | leucovorin calcium | mitomycin C"
"NCT00027833","ALVAC-CEA-B7.1 vaccine | tetanus toxoid | FOLFIRI regimen | fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT02651415","Regorafenib | Perindopril"
"NCT00503035","Celecoxib"
"NCT01867697","Cetuximab | Irinotecan | Oxaliplatin | Folinic Acid | Calcium Carbonate"
"NCT00270647",""
"NCT01164215","fluorouracil | leucovorin | oxaliplatin"
"NCT00684801",""
"NCT00026273","FOLFIRI regimen | fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT00544011","bevacizumab | capecitabine | fluorouracil | irinotecan hydrochloride"
"NCT00376909",""
"NCT01383707","5-Fluorouracil | Bevacizumab | Levofolinic acid | Oxaliplatin"
"NCT00043004","bevacizumab | FOLFOX regimen | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT02305615",""
"NCT02402036","Regorafenib"
"NCT00023868","FOLFIRI regimen | cisplatin | doxorubicin hydrochloride | fluorouracil | irinotecan hydrochloride | leucovorin calcium | mitomycin C"
"NCT00103311","ispinesib"
"NCT00826540","sorafenib tosylate | bevacizumab"
"NCT00623805","Bevacizumab | Capecitabine | Oxaliplatin"
"NCT00559858",""
"NCT01189227",""
"NCT01229813","bevacizumab, erlotinib | bevacizumab | bevacizumab | low dose capecitabine"
"NCT02738359",""
"NCT00766142","cetuximab | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT00557102","cetuximab | filgrastim | fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT01338558","bevacizumab [Avastin] | cetuximab | mFOLFOX6"
"NCT02383810","Elsiglutide | Placebo"
"NCT01991080","Wheatgerm juice"
"NCT01206530","Hydroxychloroquine | Oxaliplatin | Leucovorin | 5-fluorouracil | 5-fluorouracil | Bevacizumab"
"NCT00569335","S-1, Irinotecan, Bevacizumab"
"NCT01673607",""
"NCT00118105","bevacizumab | capecitabine | oxaliplatin"
"NCT01225744","Cetuximab | Irinotecan | Oxaliplatin | UFT"
"NCT02287597",""
"NCT02012829",""
"NCT01405183",""
"NCT02041507",""
"NCT01729923","Capecitabine | Celecoxib"
"NCT01726296",""
"NCT00797485","bevacizumab | capecitabine | fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT01710215",""
"NCT00043043","celecoxib"
"NCT01469611","JX-594"
"NCT01919151",""
"NCT01170299",""
"NCT00176761","Interleukin-2"
"NCT01111604","IMC-1121B | IMC-18F1 | mFOLFOX-6"
"NCT00835679","cetuximab | dasatinib"
"NCT00506571","S-1, irinotecan, oxaliplatin"
"NCT01455831","Tinzaparin | Tinzaparin"
"NCT00271011","Mitomycin C | Cetuximab | Irinotecan."
"NCT00656838",""
"NCT01801059",""
"NCT00052585","irinotecan hydrochloride | gefitinib | leucovorin calcium | fluorouracil"
"NCT00408772","bevacizumab | capecitabine | oxaliplatin"
"NCT00265356",""
"NCT02232152","6,8-bisoctanoic acid | fluorouracil"
"NCT02894801",""
"NCT00316914","calcium gluconate | magnesium sulfate"
"NCT02631564",""
"NCT02560194",""
"NCT01983098",""
"NCT02515734","fluorouracil | Leucovorin | irinotecan | oxaliplatin | bevacizumab | cetuximab"
"NCT01814501","panitumumab | irinotecan hydrochloride | fluorouracil | leucovorin calcium"
"NCT02893540","Capecitabine"
"NCT00500292","Vandetanib | FOLFOX regimen=oxaliplatin, fluorouracil, & folinic acid"
"NCT02046538","Leucovorin | Oxaliplatin | 5-FU | Irinotecan"
"NCT00134069","sorafenib tosylate | cetuximab | irinotecan hydrochloride"
"NCT02603757",""
"NCT00077298","cetuximab | bevacizumab | irinotecan hydrochloride"
"NCT00041652","hMN14"
"NCT01322178","Cetuximab; mFOLFOX6"
"NCT02851004","BBI608 | Pembrolizumab"
"NCT00551421","pertuzumab | cetuximab | irinotecan hydrochloride"
"NCT02815436",""
"NCT00612586","Enzastaurin | Placebo | Leucovorin | 5-FU | Bevacizumab"
"NCT02041481","MEK inhibitor MEK162 | leucovorin calcium | fluorouracil | oxaliplatin"
"NCT02780284",""
"NCT00003704","capecitabine"
"NCT01997684",""
"NCT01978717",""
"NCT00609310",""
"NCT01039506","CPT-11 based regimens"
"NCT00792363","Irinotecan | Panitumumab"
"NCT00244348","Oxaliplatin | 5 Fluorouracil"
"NCT00102024","Unconjugated IDEC-159 | 111In-IDEC-159 | 90Y-IDEC-159"
"NCT00138177","oxaliplatin | leucovorin calcium | vorinostat | fluorouracil"
"NCT01440127","Metformin"
"NCT00199277","i.v. iron sucrose | Oral iron"
"NCT00594984","Cetuximab | Irinotecan | Brivanib | Brivanib | Brivanib Placebo"
"NCT02198092",""
"NCT01918852","Capecitabine | Teysuno | Bevacizumab"
"NCT01282658",""
"NCT01052376",""
"NCT01238965","panobinostat | fluorouracil | leucovorin calcium"
"NCT01124630","CS-1008 | FOLFIRI"
"NCT02889276",""
"NCT00166465","ALIMTA plus Oxaliplatin versus Oxaliplatin plus 5-Fluorouracil and Leucovorin"
"NCT01867918","Standard Chemotherapy"
"NCT00051987","VELCADE TM for Injection, or PS-341"
"NCT00828620",""
"NCT00511862",""
"NCT00272324","Aspirin | Folate"
"NCT01832467","cetuximab-containing chemotherapy"
"NCT00874263",""
"NCT02287025","Regorafenib"
"NCT01671592","DC Vaccine"
"NCT00107861","Ad.hIFN-β"
"NCT02296203","cetuximab | irinotecan"
"NCT02053324",""
"NCT01966081",""
"NCT01505166","Vigil™ Vaccine | Placebo"
"NCT01598597",""
"NCT01290783","Irintoecan | HA-Irinotecan solution for Infusion"
"NCT00773097","MUC1 - Poly ICLC"
"NCT00441337","MDX-1106"
"NCT01786538","Regorafenib/FOLFOX | Placebo/FOLFOX"
"NCT01183156",""
"NCT00897429",""
"NCT01243762","dalotuzumab + MK-2206 | dalotuzumab + MK-0752 | Dalotuzumab + MK-8669"
"NCT00005818","irinotecan hydrochloride | semaxanib"
"NCT00994526",""
"NCT01479465","Simtuzumab | FOLFIRI | Placebo to match simtuzumab"
"NCT01365169",""
"NCT01442935","Oxaliplatin | Folinic Acid | 5-FU | Irinotecan | Irinotecan | Bevacizumab | Cetuximab"
"NCT00828984","macrogol 3350-based oral osmotic laxative"
"NCT00264446","ADH300004"
"NCT01333917","Curcumin C3 tablet"
"NCT00145015",""
"NCT02453490","Raltitrexed-based chemotherapy | Raltitrexed-based chemotherapy | 5-fluorouracil-based chemotherapy | 5-fluorouracil-based chemotherapy"
"NCT00781352","nitrous oxide | nitrogen"
"NCT01577511","Samples and follow up"
"NCT02563002","mFOLFOX6 | FOLFIRI | pembrolizumab | bevacizumab | cetuximab"
"NCT00833508",""
"NCT02441998",""
"NCT01289821","Regorafenib | Oxaliplatin | Folinic acid | 5-FU"
"NCT00979329",""
"NCT00245492",""
"NCT01943500",""
"NCT02746224",""
"NCT01514786",""
"NCT02218801",""
"NCT01540344","HIPEC"
"NCT01975077","fruquintinib"
"NCT02032953","Insulin"
"NCT01016639",""
"NCT00005036","irinotecan hydrochloride | oxaliplatin | leucovorin calcium | fluorouracil"
"NCT00436137",""
"NCT02349724","Anti-CEA-CAR T"
"NCT00625573","Abraxane"
"NCT01633333",""
"NCT01505972",""
"NCT00914615",""
"NCT02621658",""
"NCT00183833","capecitabine, imatinib mesylate"
"NCT01754896",""
"NCT00890305","CT-011 | FOLFOX"
"NCT02280694","Capecitabine | Cyclophosphamide | Methotrexate | Celecoxib"
"NCT02813928",""
"NCT01518023",""
"NCT01270360",""
"NCT01216930",""
"NCT00931840","EZN-2208, Cetuximab and Irinotecan"
"NCT00986518","Adaptive autologous cell immunotherapy"
"NCT00866944","Adecatumumab | Adecatumumab and FOLFOX | FOLFOX 4"
"NCT00560560","CP-751, 871"
"NCT01904890",""
"NCT00259844","TroVax"
"NCT02122523",""
"NCT01361035",""
"NCT00119899",""
"NCT01576666","LDE225 | BKM120"
"NCT02360605",""
"NCT02538627","MM-151 | MM-121"
"NCT01056796",""
"NCT00051688","tezacitabine | oxaliplatin"
"NCT02694562",""
"NCT00846482","Oxaliplatin"
